Site,s_graph_value,s_table_name
BC11_6_b,Chlorophyll sample volume (mL),sensor_repository_56274
BC11_6_s,Chlorophyll sample volume (mL),sensor_repository_34140
BC11_b,Chlorophyll sample volume (mL),sensor_repository_54846
BC11_s,Chlorophyll sample volume (mL),sensor_repository_32712
BC12_b,Chlorophyll sample volume (mL),sensor_repository_54608
BC12_s,Chlorophyll sample volume (mL),sensor_repository_32474
BLA_b,Chlorophyll sample volume (mL),sensor_repository_58892
BLA_s,Chlorophyll sample volume (mL),sensor_repository_36758
CAS_b,Chlorophyll sample volume (mL),sensor_repository_69840
CAS_s,Chlorophyll sample volume (mL),sensor_repository_47944
CASMID_b,Chlorophyll sample volume (mL),sensor_repository_67698
CASMID_s,Chlorophyll sample volume (mL),sensor_repository_45802
CAV_b,Chlorophyll sample volume (mL),sensor_repository_58178
CAV_s,Chlorophyll sample volume (mL),sensor_repository_36044
CSBP1_b,Chlorophyll sample volume (mL),sensor_repository_56512
CSBP1_s,Chlorophyll sample volume (mL),sensor_repository_34378
CSBP2_b,Chlorophyll sample volume (mL),sensor_repository_56750
CSBP2_s,Chlorophyll sample volume (mL),sensor_repository_34616
CSBP3_b,Chlorophyll sample volume (mL),sensor_repository_56988
CSBP3_s,Chlorophyll sample volume (mL),sensor_repository_34854
CSBP4_b,Chlorophyll sample volume (mL),sensor_repository_57226
CSBP4_s,Chlorophyll sample volume (mL),sensor_repository_35092
ELL_b,Chlorophyll sample volume (mL),sensor_repository_68174
ELL_s,Chlorophyll sample volume (mL),sensor_repository_46278
ELLAM_b,Chlorophyll sample volume (mL),sensor_repository_75314
ELLAM_s,Chlorophyll sample volume (mL),sensor_repository_53418
ELLD50_b,Chlorophyll sample volume (mL),sensor_repository_78408
ELLD50_s,Chlorophyll sample volume (mL),sensor_repository_80550
FP1_b,Chlorophyll sample volume (mL),sensor_repository_82174
FP1_s,Chlorophyll sample volume (mL),sensor_repository_81936
FP13_b,Chlorophyll sample volume (mL),sensor_repository_64366
FP13_s,Chlorophyll sample volume (mL),sensor_repository_41994
FP2.1_b,Chlorophyll sample volume (mL),sensor_repository_84078
FP2.1_s,Chlorophyll sample volume (mL),sensor_repository_83840
FP2.2_b,Chlorophyll sample volume (mL),sensor_repository_84554
FP2.2_s,Chlorophyll sample volume (mL),sensor_repository_84316
FP2_b,Chlorophyll sample volume (mL),sensor_repository_65556
FP2_s,Chlorophyll sample volume (mL),sensor_repository_43660
FP3_b,Chlorophyll sample volume (mL),sensor_repository_65794
FP3_s,Chlorophyll sample volume (mL),sensor_repository_43898
FP3B_b,Chlorophyll sample volume (mL),sensor_repository_63890
FP3B_s,Chlorophyll sample volume (mL),sensor_repository_41518
FP3C_b,Chlorophyll sample volume (mL),sensor_repository_64128
FP3C_s,Chlorophyll sample volume (mL),sensor_repository_41756
FP4_1_b,Chlorophyll sample volume (mL),sensor_repository_57940
FP4_1_s,Chlorophyll sample volume (mL),sensor_repository_35806
FP4_b,Chlorophyll sample volume (mL),sensor_repository_66032
FP4_s,Chlorophyll sample volume (mL),sensor_repository_44136
FP5_b,Chlorophyll sample volume (mL),sensor_repository_66270
FP5_s,Chlorophyll sample volume (mL),sensor_repository_44374
FP6_b,Chlorophyll sample volume (mL),sensor_repository_66508
FP6_s,Chlorophyll sample volume (mL),sensor_repository_44612
FP7_b,Chlorophyll sample volume (mL),sensor_repository_83602
FP7_s,Chlorophyll sample volume (mL),sensor_repository_83364
GRE_b,Chlorophyll sample volume (mL),sensor_repository_68412
GRE_s,Chlorophyll sample volume (mL),sensor_repository_46516
HEA_b,Chlorophyll sample volume (mL),sensor_repository_62462
HEA_s,Chlorophyll sample volume (mL),sensor_repository_40090
HES_b,Chlorophyll sample volume (mL),sensor_repository_68650
HES_s,Chlorophyll sample volume (mL),sensor_repository_46754
JBC_b,Chlorophyll sample volume (mL),sensor_repository_75552
JBC_s,Chlorophyll sample volume (mL),sensor_repository_53656
KBT14_b,Chlorophyll sample volume (mL),sensor_repository_57464
KBT14_s,Chlorophyll sample volume (mL),sensor_repository_35330
KBT15_b,Chlorophyll sample volume (mL),sensor_repository_57702
KBT15_s,Chlorophyll sample volume (mL),sensor_repository_35568
KEN_b,Chlorophyll sample volume (mL),sensor_repository_67460
KEN_s,Chlorophyll sample volume (mL),sensor_repository_45564
KENU150_b,Chlorophyll sample volume (mL),sensor_repository_74124
KENU150_s,Chlorophyll sample volume (mL),sensor_repository_52228
KENU300_b,Chlorophyll sample volume (mL),sensor_repository_74362
KENU300_s,Chlorophyll sample volume (mL),sensor_repository_52466
KIN_b,Chlorophyll sample volume (mL),sensor_repository_61272
KIN_s,Chlorophyll sample volume (mL),sensor_repository_38900
KMO_b,Chlorophyll sample volume (mL),sensor_repository_63652
KMO_s,Chlorophyll sample volume (mL),sensor_repository_41280
KS7_b,Chlorophyll sample volume (mL),sensor_repository_76980
KS7_s,Chlorophyll sample volume (mL),sensor_repository_76504
KS9_b,Chlorophyll sample volume (mL),sensor_repository_77218
KS9_s,Chlorophyll sample volume (mL),sensor_repository_76742
LLH_b,Chlorophyll sample volume (mL),sensor_repository_58654
LLH_s,Chlorophyll sample volume (mL),sensor_repository_36520
MACD50_b,Chlorophyll sample volume (mL),sensor_repository_78646
MACD50_s,Chlorophyll sample volume (mL),sensor_repository_80788
MAS_b,Chlorophyll sample volume (mL),sensor_repository_68888
MAS_s,Chlorophyll sample volume (mL),sensor_repository_46992
MASD50_b,Chlorophyll sample volume (mL),sensor_repository_79122
MASD50_s,Chlorophyll sample volume (mL),sensor_repository_81264
MAY_b,Chlorophyll sample volume (mL),sensor_repository_60082
MAY_s,Chlorophyll sample volume (mL),sensor_repository_37710
MEAD_b,Chlorophyll sample volume (mL),sensor_repository_78170
MEAD_s,Chlorophyll sample volume (mL),sensor_repository_80312
MENDD_b,Chlorophyll sample volume (mL),sensor_repository_70792
MENDD_s,Chlorophyll sample volume (mL),sensor_repository_48896
MSB_b,Chlorophyll sample volume (mL),sensor_repository_61034
MSB_s,Chlorophyll sample volume (mL),sensor_repository_38662
MULB_b,Chlorophyll sample volume (mL),sensor_repository_60320
MULB_s,Chlorophyll sample volume (mL),sensor_repository_37948
NAR_b,Chlorophyll sample volume (mL),sensor_repository_59368
NAR_s,Chlorophyll sample volume (mL),sensor_repository_36996
NIC_b,Chlorophyll sample volume (mL),sensor_repository_61510
NIC_s,Chlorophyll sample volume (mL),sensor_repository_39138
NICD200_b,Chlorophyll sample volume (mL),sensor_repository_69364
NICD200_s,Chlorophyll sample volume (mL),sensor_repository_47468
NIL_b,Chlorophyll sample volume (mL),sensor_repository_59606
NIL_s,Chlorophyll sample volume (mL),sensor_repository_37234
NQ1_b,Chlorophyll sample volume (mL),sensor_repository_64842
NQ1_s,Chlorophyll sample volume (mL),sensor_repository_42946
NQ2_b,Chlorophyll sample volume (mL),sensor_repository_65080
NQ2_s,Chlorophyll sample volume (mL),sensor_repository_43184
P3_b,Chlorophyll sample volume (mL),sensor_repository_70554
P3_s,Chlorophyll sample volume (mL),sensor_repository_48658
PAC_b,Chlorophyll sample volume (mL),sensor_repository_79360
PAC_s,Chlorophyll sample volume (mL),sensor_repository_81502
PB10_b,Chlorophyll sample volume (mL),sensor_repository_67222
PB10_s,Chlorophyll sample volume (mL),sensor_repository_45326
PO2_b,Chlorophyll sample volume (mL),sensor_repository_70078
PO2_s,Chlorophyll sample volume (mL),sensor_repository_48182
PO3_b,Chlorophyll sample volume (mL),sensor_repository_70316
PO3_s,Chlorophyll sample volume (mL),sensor_repository_48420
POL_b,Chlorophyll sample volume (mL),sensor_repository_75076
POL_s,Chlorophyll sample volume (mL),sensor_repository_53180
PRISPT_b,Chlorophyll sample volume (mL),sensor_repository_59844
PRISPT_s,Chlorophyll sample volume (mL),sensor_repository_37472
RB1_b,Chlorophyll sample volume (mL),sensor_repository_69126
RB1_s,Chlorophyll sample volume (mL),sensor_repository_47230
REG_b,Chlorophyll sample volume (mL),sensor_repository_58416
REG_s,Chlorophyll sample volume (mL),sensor_repository_36282
RIV_b,Chlorophyll sample volume (mL),sensor_repository_61748
RIV_s,Chlorophyll sample volume (mL),sensor_repository_39376
RON_b,Chlorophyll sample volume (mL),sensor_repository_62938
RON_s,Chlorophyll sample volume (mL),sensor_repository_40566
RON2_b,Chlorophyll sample volume (mL),sensor_repository_76266
RON2_s,Chlorophyll sample volume (mL),sensor_repository_54370
SAL_b,Chlorophyll sample volume (mL),sensor_repository_61986
SAL_s,Chlorophyll sample volume (mL),sensor_repository_39614
SANDBR_b,Chlorophyll sample volume (mL),sensor_repository_74838
SANDBR_s,Chlorophyll sample volume (mL),sensor_repository_52942
SB9_b,Chlorophyll sample volume (mL),sensor_repository_66984
SB9_s,Chlorophyll sample volume (mL),sensor_repository_45088
SCB_b,Chlorophyll sample volume (mL),sensor_repository_69602
SCB_s,Chlorophyll sample volume (mL),sensor_repository_47706
SCB2_b,Chlorophyll sample volume (mL),sensor_repository_78884
SCB2_s,Chlorophyll sample volume (mL),sensor_repository_81026
SCS01_b,Chlorophyll sample volume (mL),sensor_repository_75790
SCS01_s,Chlorophyll sample volume (mL),sensor_repository_53894
SHELL_b,Chlorophyll sample volume (mL),sensor_repository_77694
SHELL_s,Chlorophyll sample volume (mL),sensor_repository_79836
STJ_b,Chlorophyll sample volume (mL),sensor_repository_62700
STJ_s,Chlorophyll sample volume (mL),sensor_repository_40328
SUC_b,Chlorophyll sample volume (mL),sensor_repository_63176
SUC_s,Chlorophyll sample volume (mL),sensor_repository_40804
VIT_b,Chlorophyll sample volume (mL),sensor_repository_64604
VIT_s,Chlorophyll sample volume (mL),sensor_repository_42232
WAYB_b,Chlorophyll sample volume (mL),sensor_repository_77932
WAYB_s,Chlorophyll sample volume (mL),sensor_repository_80074
WBRP_b,Chlorophyll sample volume (mL),sensor_repository_76028
WBRP_s,Chlorophyll sample volume (mL),sensor_repository_54132
WHA_b,Chlorophyll sample volume (mL),sensor_repository_63414
WHA_s,Chlorophyll sample volume (mL),sensor_repository_41042
WMP_b,Chlorophyll sample volume (mL),sensor_repository_62224
WMP_s,Chlorophyll sample volume (mL),sensor_repository_39852
ARM_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_59057
ARM_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_32163
BAC_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_67863
BAC_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_45967
BACD100_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_71909
BACD100_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_50013
BACD200_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_72147
BACD200_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_50251
BACD25_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_60723
BACD25_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_38351
BACD300_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_72385
BACD300_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_50489
BACD400_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_72861
BACD400_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_50965
BACD50_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_60485
BACD50_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_38113
BACD500_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_70957
BACD500_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_49061
BACD600_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_73337
BACD600_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_51441
BACD700_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_73813
BACD700_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_51917
BACU100_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_74527
BACU100_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_52631
BACU150_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_71433
BACU150_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_49537
BACU200_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_73575
BACU200_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_51679
BACU300_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_71195
BACU300_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_49299
BACU400_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_72623
BACU400_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_50727
BACU50_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_71671
BACU50_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_49775
BACU600_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_73099
BACU600_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_51203
BC11_1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_55011
BC11_1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_32877
BC11_2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_55249
BC11_2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_33115
BC11_3_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_55487
BC11_3_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_33353
BC11_4_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_55725
BC11_4_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_33591
BC11_5_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_55963
BC11_5_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_33829
BC11_6_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_56201
BC11_6_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_34067
BC11_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_54773
BC11_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_32639
BC12_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_54535
BC12_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_32401
BLA_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_58819
BLA_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_36685
CAS_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_69767
CAS_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_47871
CASMID_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_67625
CASMID_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_45729
CAV_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_58105
CAV_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_35971
CSBP1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_56439
CSBP1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_34305
CSBP2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_56677
CSBP2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_34543
CSBP3_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_56915
CSBP3_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_34781
CSBP4_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_57153
CSBP4_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_35019
ELL_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_68101
ELL_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_46205
ELLAM_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_75241
ELLAM_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_53345
ELLD50_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_78335
ELLD50_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_80477
FP1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_82101
FP1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_81863
FP13_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_64293
FP13_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_41921
FP2.1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_84005
FP2.1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_83767
FP2.2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_84481
FP2.2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_84243
FP2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_65483
FP2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_43587
FP3_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_65721
FP3_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_43825
FP3B_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_63817
FP3B_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_41445
FP3C_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_64055
FP3C_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_41683
FP4_1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_57867
FP4_1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_35733
FP4_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_65959
FP4_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_44063
FP5_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_66197
FP5_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_44301
FP6_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_66435
FP6_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_44539
FP7_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_83529
FP7_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_83291
GRE_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_68339
GRE_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_46443
HEA_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_62389
HEA_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_40017
HES_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_68577
HES_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_46681
JBC_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_75479
JBC_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_53583
KBT14_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_57391
KBT14_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_35257
KBT15_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_57629
KBT15_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_35495
KEN_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_67387
KEN_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_45491
KENU150_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_74051
KENU150_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_52155
KENU300_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_74289
KENU300_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_52393
KIN_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_61199
KIN_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_38827
KMO_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_63579
KMO_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_41207
KS7_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_76907
KS7_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_76431
KS9_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_77145
KS9_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_76669
LLH_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_58581
LLH_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_36447
MACD50_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_78573
MACD50_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_80715
MAS_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_68815
MAS_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_46919
MASD50_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_79049
MASD50_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_81191
MAY_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_60009
MAY_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_37637
MEAD_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_78097
MEAD_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_80239
MENDD_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_70719
MENDD_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_48823
MSB_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_60961
MSB_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_38589
MULB_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_60247
MULB_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_37875
NAR_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_59295
NAR_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_36923
NIC_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_61437
NIC_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_39065
NICD200_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_69291
NICD200_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_47395
NIL_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_59533
NIL_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_37161
NQ1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_64769
NQ1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_42873
NQ2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_65007
NQ2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_43111
P3_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_70481
P3_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_48585
PAC_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_79287
PAC_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_81429
PB10_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_67149
PB10_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_45253
PO2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_70005
PO2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_48109
PO3_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_70243
PO3_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_48347
POL_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_75003
POL_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_53107
PRISPT_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_59771
PRISPT_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_37399
RB1_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_69053
RB1_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_47157
REG_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_58343
REG_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_36209
RIV_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_61675
RIV_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_39303
RON_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_62865
RON_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_40493
RON2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_76193
RON2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_54297
SAL_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_61913
SAL_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_39541
SANDBR_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_74765
SANDBR_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_52869
SB9_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_66911
SB9_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_45015
SCB_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_69529
SCB_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_47633
SCB2_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_78811
SCB2_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_80953
SCS01_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_75717
SCS01_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_53821
SHELL_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_77621
SHELL_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_79763
STJ_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_62627
STJ_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_40255
SUC_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_63103
SUC_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_40731
VIT_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_64531
VIT_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_42159
WAYB_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_77859
WAYB_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_80001
WBRP_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_75955
WBRP_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_54059
WHA_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_63341
WHA_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_40969
WMP_b,Conductivity @ 25 deg C (uS/cm),sensor_repository_62151
WMP_s,Conductivity @ 25 deg C (uS/cm),sensor_repository_39779
ARM_b,Dissolved Oxygen (mg/L),sensor_repository_59063
ARM_s,Dissolved Oxygen (mg/L),sensor_repository_32169
BAC_b,Dissolved Oxygen (mg/L),sensor_repository_67869
BAC_s,Dissolved Oxygen (mg/L),sensor_repository_45973
BACD100_b,Dissolved Oxygen (mg/L),sensor_repository_71915
BACD100_s,Dissolved Oxygen (mg/L),sensor_repository_50019
BACD200_b,Dissolved Oxygen (mg/L),sensor_repository_72153
BACD200_s,Dissolved Oxygen (mg/L),sensor_repository_50257
BACD25_b,Dissolved Oxygen (mg/L),sensor_repository_60729
BACD25_s,Dissolved Oxygen (mg/L),sensor_repository_38357
BACD300_b,Dissolved Oxygen (mg/L),sensor_repository_72391
BACD300_s,Dissolved Oxygen (mg/L),sensor_repository_50495
BACD400_b,Dissolved Oxygen (mg/L),sensor_repository_72867
BACD400_s,Dissolved Oxygen (mg/L),sensor_repository_50971
BACD50_b,Dissolved Oxygen (mg/L),sensor_repository_60491
BACD50_s,Dissolved Oxygen (mg/L),sensor_repository_38119
BACD500_b,Dissolved Oxygen (mg/L),sensor_repository_70963
BACD500_s,Dissolved Oxygen (mg/L),sensor_repository_49067
BACD600_b,Dissolved Oxygen (mg/L),sensor_repository_73343
BACD600_s,Dissolved Oxygen (mg/L),sensor_repository_51447
BACD700_b,Dissolved Oxygen (mg/L),sensor_repository_73819
BACD700_s,Dissolved Oxygen (mg/L),sensor_repository_51923
BACU100_b,Dissolved Oxygen (mg/L),sensor_repository_74533
BACU100_s,Dissolved Oxygen (mg/L),sensor_repository_52637
BACU150_b,Dissolved Oxygen (mg/L),sensor_repository_71439
BACU150_s,Dissolved Oxygen (mg/L),sensor_repository_49543
BACU200_b,Dissolved Oxygen (mg/L),sensor_repository_73581
BACU200_s,Dissolved Oxygen (mg/L),sensor_repository_51685
BACU300_b,Dissolved Oxygen (mg/L),sensor_repository_71201
BACU300_s,Dissolved Oxygen (mg/L),sensor_repository_49305
BACU400_b,Dissolved Oxygen (mg/L),sensor_repository_72629
BACU400_s,Dissolved Oxygen (mg/L),sensor_repository_50733
BACU50_b,Dissolved Oxygen (mg/L),sensor_repository_71677
BACU50_s,Dissolved Oxygen (mg/L),sensor_repository_49781
BACU600_b,Dissolved Oxygen (mg/L),sensor_repository_73105
BACU600_s,Dissolved Oxygen (mg/L),sensor_repository_51209
BC11_1_b,Dissolved Oxygen (mg/L),sensor_repository_55017
BC11_1_s,Dissolved Oxygen (mg/L),sensor_repository_32883
