Site,s_graph_value,s_table_name
MENDD,Chlorophyll a (in situ) (ug/L),sensor_repository_09632
MENDD,Chlorophyll b (by vol) (mg/L),sensor_repository_09620
MENDD,Chlorophyll c (by vol) (mg/L),sensor_repository_09623
MENDD,Chlorophyll sample volume (mL),sensor_repository_09626
MENDD,Cloud cover (%),sensor_repository_09645
MENDD,Collection Method,sensor_repository_09543
MENDD,Conductivity @ 25 deg C (uS/cm),sensor_repository_09553
MENDD,Depth (m),sensor_repository_09546
MENDD,Depth _s (m),sensor_repository_09545
MENDD,Depth measuring point,sensor_repository_09544
MENDD,Depth To (m),sensor_repository_09547
MENDD,Dissolved Oxygen (% saturation),sensor_repository_09562
MENDD,Dissolved Oxygen (mg/L),sensor_repository_09559
MENDD,Flow status,sensor_repository_09647
MENDD,N (sum sol org) {DON} (ug/L),sensor_repository_09585
MENDD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_09579
MENDD,N (tot kjel) {TKN} (ug/L),sensor_repository_09588
MENDD,N (tot) {TN pTN} (ug/L),sensor_repository_09576
MENDD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_09582
MENDD,NO2-N (sol) (ug/L),sensor_repository_09591
MENDD,NO3-N (sol) (ug/L),sensor_repository_09594
MENDD,Null reading,sensor_repository_09643
MENDD,P (tot) {TP pTP} (ug/L),sensor_repository_09597
MENDD,pH,sensor_repository_09564
MENDD,Phaeophytin a (by vol) (mg/L),sensor_repository_09629
MENDD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_09641
MENDD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_09638
MENDD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_09600
MENDD,Program Code,sensor_repository_09541
MENDD,Program Site Ref,sensor_repository_09540
MENDD,Salinity (ppt),sensor_repository_09550
MENDD,Sample Type,sensor_repository_09542
MENDD,Secchi depth (m),sensor_repository_09570
MENDD,Security Level,sensor_repository_09548
MENDD,SiO2 (sol react) (ug/L),sensor_repository_09609
MENDD,SiO2-Si (sol react) (ug/L),sensor_repository_09612
MENDD,Site Ref,sensor_repository_09539
MENDD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_09615
MENDD,Temperature (deg C),sensor_repository_09556
MENDD,Tide status,sensor_repository_09648
MENDD,Turbidity (NTU),sensor_repository_09567
MENDD,Water level (SLE) (m),sensor_repository_09650
MENDD,Wind direction (°),sensor_repository_09653
MENDD,Wind speed (knot),sensor_repository_09656
MILLMD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_09841
MILLMD,Bottom Depth (m),sensor_repository_09811
MILLMD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_09844
MILLMD,Chlorophyll a (by vol) (mg/L),sensor_repository_09855
MILLMD,Chlorophyll a (in situ) (RFU),sensor_repository_09873
MILLMD,Chlorophyll a (in situ) (ug/L),sensor_repository_09870
MILLMD,Chlorophyll b (by vol) (mg/L),sensor_repository_09858
MILLMD,Chlorophyll c (by vol) (mg/L),sensor_repository_09861
MILLMD,Chlorophyll sample volume (mL),sensor_repository_09864
MILLMD,Cloud cover (%),sensor_repository_09883
MILLMD,Collection Method,sensor_repository_09781
MILLMD,Conductivity @ 25 deg C (uS/cm),sensor_repository_09791
MILLMD,Depth (m),sensor_repository_09784
MILLMD,Depth _s (m),sensor_repository_09783
MILLMD,Depth measuring point,sensor_repository_09782
MILLMD,Depth To (m),sensor_repository_09785
MILLMD,Dissolved Oxygen (% saturation),sensor_repository_09800
MILLMD,Dissolved Oxygen (mg/L),sensor_repository_09797
MILLMD,Flow status,sensor_repository_09885
MILLMD,N (sum sol org) {DON} (ug/L),sensor_repository_09823
MILLMD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_09817
MILLMD,N (tot kjel) {TKN} (ug/L),sensor_repository_09826
MILLMD,N (tot) {TN pTN} (ug/L),sensor_repository_09814
MILLMD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_09820
MILLMD,NO2-N (sol) (ug/L),sensor_repository_09829
MILLMD,NO3-N (sol) (ug/L),sensor_repository_09832
MILLMD,Null reading,sensor_repository_09881
MILLMD,P (tot) {TP pTP} (ug/L),sensor_repository_09835
MILLMD,pH,sensor_repository_09802
MILLMD,Phaeophytin a (by vol) (mg/L),sensor_repository_09867
MILLMD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_09879
MILLMD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_09876
MILLMD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_09838
MILLMD,Program Code,sensor_repository_09779
MILLMD,Program Site Ref,sensor_repository_09778
MILLMD,Salinity (ppt),sensor_repository_09788
MILLMD,Sample Type,sensor_repository_09780
MILLMD,Secchi depth (m),sensor_repository_09808
MILLMD,Security Level,sensor_repository_09786
MILLMD,SiO2 (sol react) (ug/L),sensor_repository_09847
MILLMD,SiO2-Si (sol react) (ug/L),sensor_repository_09850
MILLMD,Site Ref,sensor_repository_09777
MILLMD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_09853
MILLMD,Temperature (deg C),sensor_repository_09794
MILLMD,Tide status,sensor_repository_09886
MILLMD,Turbidity (NTU),sensor_repository_09805
MILLMD,Water level (SLE) (m),sensor_repository_09888
MILLMD,Wind direction (°),sensor_repository_09891
MILLMD,Wind speed (knot),sensor_repository_09894
MLMDOUT,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_10079
MLMDOUT,Bottom Depth (m),sensor_repository_10049
MLMDOUT,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_10082
MLMDOUT,Chlorophyll a (by vol) (mg/L),sensor_repository_10093
MLMDOUT,Chlorophyll a (in situ) (RFU),sensor_repository_10111
MLMDOUT,Chlorophyll a (in situ) (ug/L),sensor_repository_10108
MLMDOUT,Chlorophyll b (by vol) (mg/L),sensor_repository_10096
MLMDOUT,Chlorophyll c (by vol) (mg/L),sensor_repository_10099
MLMDOUT,Chlorophyll sample volume (mL),sensor_repository_10102
MLMDOUT,Cloud cover (%),sensor_repository_10121
MLMDOUT,Collection Method,sensor_repository_10019
MLMDOUT,Conductivity @ 25 deg C (uS/cm),sensor_repository_10029
MLMDOUT,Depth (m),sensor_repository_10022
MLMDOUT,Depth _s (m),sensor_repository_10021
MLMDOUT,Depth measuring point,sensor_repository_10020
MLMDOUT,Depth To (m),sensor_repository_10023
MLMDOUT,Dissolved Oxygen (% saturation),sensor_repository_10038
MLMDOUT,Dissolved Oxygen (mg/L),sensor_repository_10035
MLMDOUT,Flow status,sensor_repository_10123
MLMDOUT,N (sum sol org) {DON} (ug/L),sensor_repository_10061
MLMDOUT,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_10055
MLMDOUT,N (tot kjel) {TKN} (ug/L),sensor_repository_10064
MLMDOUT,N (tot) {TN pTN} (ug/L),sensor_repository_10052
MLMDOUT,NH3-N/NH4-N (sol) (ug/L),sensor_repository_10058
MLMDOUT,NO2-N (sol) (ug/L),sensor_repository_10067
MLMDOUT,NO3-N (sol) (ug/L),sensor_repository_10070
MLMDOUT,Null reading,sensor_repository_10119
MLMDOUT,P (tot) {TP pTP} (ug/L),sensor_repository_10073
MLMDOUT,pH,sensor_repository_10040
MLMDOUT,Phaeophytin a (by vol) (mg/L),sensor_repository_10105
MLMDOUT,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_10117
MLMDOUT,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_10114
MLMDOUT,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_10076
MLMDOUT,Program Code,sensor_repository_10017
MLMDOUT,Program Site Ref,sensor_repository_10016
MLMDOUT,Salinity (ppt),sensor_repository_10026
MLMDOUT,Sample Type,sensor_repository_10018
MLMDOUT,Secchi depth (m),sensor_repository_10046
MLMDOUT,Security Level,sensor_repository_10024
MLMDOUT,SiO2 (sol react) (ug/L),sensor_repository_10085
MLMDOUT,SiO2-Si (sol react) (ug/L),sensor_repository_10088
MLMDOUT,Site Ref,sensor_repository_10015
MLMDOUT,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_10091
MLMDOUT,Temperature (deg C),sensor_repository_10032
MLMDOUT,Tide status,sensor_repository_10124
MLMDOUT,Turbidity (NTU),sensor_repository_10043
MLMDOUT,Water level (SLE) (m),sensor_repository_10126
MLMDOUT,Wind direction (°),sensor_repository_10129
MLMDOUT,Wind speed (knot),sensor_repository_10132
MWRDO,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_10317
MWRDO,Bottom Depth (m),sensor_repository_10287
MWRDO,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_10320
MWRDO,Chlorophyll a (by vol) (mg/L),sensor_repository_10331
MWRDO,Chlorophyll a (in situ) (RFU),sensor_repository_10349
MWRDO,Chlorophyll a (in situ) (ug/L),sensor_repository_10346
MWRDO,Chlorophyll b (by vol) (mg/L),sensor_repository_10334
MWRDO,Chlorophyll c (by vol) (mg/L),sensor_repository_10337
MWRDO,Chlorophyll sample volume (mL),sensor_repository_10340
MWRDO,Cloud cover (%),sensor_repository_10359
MWRDO,Collection Method,sensor_repository_10257
MWRDO,Conductivity @ 25 deg C (uS/cm),sensor_repository_10267
MWRDO,Depth (m),sensor_repository_10260
MWRDO,Depth _s (m),sensor_repository_10259
MWRDO,Depth measuring point,sensor_repository_10258
MWRDO,Depth To (m),sensor_repository_10261
MWRDO,Dissolved Oxygen (% saturation),sensor_repository_10276
MWRDO,Dissolved Oxygen (mg/L),sensor_repository_10273
MWRDO,Flow status,sensor_repository_10361
MWRDO,N (sum sol org) {DON} (ug/L),sensor_repository_10299
MWRDO,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_10293
MWRDO,N (tot kjel) {TKN} (ug/L),sensor_repository_10302
MWRDO,N (tot) {TN pTN} (ug/L),sensor_repository_10290
MWRDO,NH3-N/NH4-N (sol) (ug/L),sensor_repository_10296
MWRDO,NO2-N (sol) (ug/L),sensor_repository_10305
MWRDO,NO3-N (sol) (ug/L),sensor_repository_10308
MWRDO,Null reading,sensor_repository_10357
MWRDO,P (tot) {TP pTP} (ug/L),sensor_repository_10311
MWRDO,pH,sensor_repository_10278
MWRDO,Phaeophytin a (by vol) (mg/L),sensor_repository_10343
MWRDO,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_10355
MWRDO,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_10352
MWRDO,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_10314
MWRDO,Program Code,sensor_repository_10255
MWRDO,Program Site Ref,sensor_repository_10254
MWRDO,Salinity (ppt),sensor_repository_10264
MWRDO,Sample Type,sensor_repository_10256
MWRDO,Secchi depth (m),sensor_repository_10284
MWRDO,Security Level,sensor_repository_10262
MWRDO,SiO2 (sol react) (ug/L),sensor_repository_10323
MWRDO,SiO2-Si (sol react) (ug/L),sensor_repository_10326
MWRDO,Site Ref,sensor_repository_10253
MWRDO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_10329
MWRDO,Temperature (deg C),sensor_repository_10270
MWRDO,Tide status,sensor_repository_10362
MWRDO,Turbidity (NTU),sensor_repository_10281
MWRDO,Water level (SLE) (m),sensor_repository_10364
MWRDO,Wind direction (°),sensor_repository_10367
MWRDO,Wind speed (knot),sensor_repository_10370
NEERB,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_10555
NEERB,Bottom Depth (m),sensor_repository_10525
NEERB,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_10558
NEERB,Chlorophyll a (by vol) (mg/L),sensor_repository_10569
NEERB,Chlorophyll a (in situ) (RFU),sensor_repository_10587
NEERB,Chlorophyll a (in situ) (ug/L),sensor_repository_10584
NEERB,Chlorophyll b (by vol) (mg/L),sensor_repository_10572
NEERB,Chlorophyll c (by vol) (mg/L),sensor_repository_10575
NEERB,Chlorophyll sample volume (mL),sensor_repository_10578
NEERB,Cloud cover (%),sensor_repository_10597
NEERB,Collection Method,sensor_repository_10495
NEERB,Conductivity @ 25 deg C (uS/cm),sensor_repository_10505
NEERB,Depth (m),sensor_repository_10498
NEERB,Depth _s (m),sensor_repository_10497
NEERB,Depth measuring point,sensor_repository_10496
NEERB,Depth To (m),sensor_repository_10499
NEERB,Dissolved Oxygen (% saturation),sensor_repository_10514
NEERB,Dissolved Oxygen (mg/L),sensor_repository_10511
NEERB,Flow status,sensor_repository_10599
NEERB,N (sum sol org) {DON} (ug/L),sensor_repository_10537
NEERB,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_10531
NEERB,N (tot kjel) {TKN} (ug/L),sensor_repository_10540
NEERB,N (tot) {TN pTN} (ug/L),sensor_repository_10528
NEERB,NH3-N/NH4-N (sol) (ug/L),sensor_repository_10534
NEERB,NO2-N (sol) (ug/L),sensor_repository_10543
NEERB,NO3-N (sol) (ug/L),sensor_repository_10546
NEERB,Null reading,sensor_repository_10595
NEERB,P (tot) {TP pTP} (ug/L),sensor_repository_10549
NEERB,pH,sensor_repository_10516
NEERB,Phaeophytin a (by vol) (mg/L),sensor_repository_10581
NEERB,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_10593
NEERB,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_10590
NEERB,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_10552
NEERB,Program Code,sensor_repository_10493
NEERB,Program Site Ref,sensor_repository_10492
NEERB,Salinity (ppt),sensor_repository_10502
NEERB,Sample Type,sensor_repository_10494
NEERB,Secchi depth (m),sensor_repository_10522
NEERB,Security Level,sensor_repository_10500
NEERB,SiO2 (sol react) (ug/L),sensor_repository_10561
NEERB,SiO2-Si (sol react) (ug/L),sensor_repository_10564
NEERB,Site Ref,sensor_repository_10491
NEERB,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_10567
NEERB,Temperature (deg C),sensor_repository_10508
NEERB,Tide status,sensor_repository_10600
NEERB,Turbidity (NTU),sensor_repository_10519
NEERB,Water level (SLE) (m),sensor_repository_10602
NEERB,Wind direction (°),sensor_repository_10605
NEERB,Wind speed (knot),sensor_repository_10608
RRMDOUT,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_10793
RRMDOUT,Bottom Depth (m),sensor_repository_10763
RRMDOUT,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_10796
RRMDOUT,Chlorophyll a (by vol) (mg/L),sensor_repository_10807
RRMDOUT,Chlorophyll a (in situ) (RFU),sensor_repository_10825
RRMDOUT,Chlorophyll a (in situ) (ug/L),sensor_repository_10822
RRMDOUT,Chlorophyll b (by vol) (mg/L),sensor_repository_10810
RRMDOUT,Chlorophyll c (by vol) (mg/L),sensor_repository_10813
RRMDOUT,Chlorophyll sample volume (mL),sensor_repository_10816
RRMDOUT,Cloud cover (%),sensor_repository_10835
RRMDOUT,Collection Method,sensor_repository_10733
RRMDOUT,Conductivity @ 25 deg C (uS/cm),sensor_repository_10743
RRMDOUT,Depth (m),sensor_repository_10736
RRMDOUT,Depth _s (m),sensor_repository_10735
RRMDOUT,Depth measuring point,sensor_repository_10734
RRMDOUT,Depth To (m),sensor_repository_10737
RRMDOUT,Dissolved Oxygen (% saturation),sensor_repository_10752
RRMDOUT,Dissolved Oxygen (mg/L),sensor_repository_10749
RRMDOUT,Flow status,sensor_repository_10837
RRMDOUT,N (sum sol org) {DON} (ug/L),sensor_repository_10775
RRMDOUT,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_10769
RRMDOUT,N (tot kjel) {TKN} (ug/L),sensor_repository_10778
RRMDOUT,N (tot) {TN pTN} (ug/L),sensor_repository_10766
RRMDOUT,NH3-N/NH4-N (sol) (ug/L),sensor_repository_10772
RRMDOUT,NO2-N (sol) (ug/L),sensor_repository_10781
RRMDOUT,NO3-N (sol) (ug/L),sensor_repository_10784
RRMDOUT,Null reading,sensor_repository_10833
RRMDOUT,P (tot) {TP pTP} (ug/L),sensor_repository_10787
RRMDOUT,pH,sensor_repository_10754
RRMDOUT,Phaeophytin a (by vol) (mg/L),sensor_repository_10819
RRMDOUT,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_10831
RRMDOUT,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_10828
RRMDOUT,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_10790
RRMDOUT,Program Code,sensor_repository_10731
RRMDOUT,Program Site Ref,sensor_repository_10730
RRMDOUT,Salinity (ppt),sensor_repository_10740
RRMDOUT,Sample Type,sensor_repository_10732
RRMDOUT,Secchi depth (m),sensor_repository_10760
RRMDOUT,Security Level,sensor_repository_10738
RRMDOUT,SiO2 (sol react) (ug/L),sensor_repository_10799
RRMDOUT,SiO2-Si (sol react) (ug/L),sensor_repository_10802
RRMDOUT,Site Ref,sensor_repository_10729
RRMDOUT,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_10805
RRMDOUT,Temperature (deg C),sensor_repository_10746
RRMDOUT,Tide status,sensor_repository_10838
RRMDOUT,Turbidity (NTU),sensor_repository_10757
RRMDOUT,Water level (SLE) (m),sensor_repository_10840
RRMDOUT,Wind direction (°),sensor_repository_10843
RRMDOUT,Wind speed (knot),sensor_repository_10846
SBELMD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_11031
SBELMD,Bottom Depth (m),sensor_repository_11001
SBELMD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_11034
SBELMD,Chlorophyll a (by vol) (mg/L),sensor_repository_11045
SBELMD,Chlorophyll a (in situ) (RFU),sensor_repository_11063
SBELMD,Chlorophyll a (in situ) (ug/L),sensor_repository_11060
SBELMD,Chlorophyll b (by vol) (mg/L),sensor_repository_11048
SBELMD,Chlorophyll c (by vol) (mg/L),sensor_repository_11051
SBELMD,Chlorophyll sample volume (mL),sensor_repository_11054
SBELMD,Cloud cover (%),sensor_repository_11073
SBELMD,Collection Method,sensor_repository_10971
SBELMD,Conductivity @ 25 deg C (uS/cm),sensor_repository_10981
SBELMD,Depth (m),sensor_repository_10974
SBELMD,Depth _s (m),sensor_repository_10973
SBELMD,Depth measuring point,sensor_repository_10972
SBELMD,Depth To (m),sensor_repository_10975
SBELMD,Dissolved Oxygen (% saturation),sensor_repository_10990
SBELMD,Dissolved Oxygen (mg/L),sensor_repository_10987
SBELMD,Flow status,sensor_repository_11075
SBELMD,N (sum sol org) {DON} (ug/L),sensor_repository_11013
SBELMD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_11007
SBELMD,N (tot kjel) {TKN} (ug/L),sensor_repository_11016
SBELMD,N (tot) {TN pTN} (ug/L),sensor_repository_11004
SBELMD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_11010
SBELMD,NO2-N (sol) (ug/L),sensor_repository_11019
SBELMD,NO3-N (sol) (ug/L),sensor_repository_11022
SBELMD,Null reading,sensor_repository_11071
SBELMD,P (tot) {TP pTP} (ug/L),sensor_repository_11025
SBELMD,pH,sensor_repository_10992
SBELMD,Phaeophytin a (by vol) (mg/L),sensor_repository_11057
SBELMD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_11069
SBELMD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_11066
SBELMD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_11028
SBELMD,Program Code,sensor_repository_10969
SBELMD,Program Site Ref,sensor_repository_10968
SBELMD,Salinity (ppt),sensor_repository_10978
SBELMD,Sample Type,sensor_repository_10970
SBELMD,Secchi depth (m),sensor_repository_10998
SBELMD,Security Level,sensor_repository_10976
SBELMD,SiO2 (sol react) (ug/L),sensor_repository_11037
SBELMD,SiO2-Si (sol react) (ug/L),sensor_repository_11040
SBELMD,Site Ref,sensor_repository_10967
SBELMD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_11043
SBELMD,Temperature (deg C),sensor_repository_10984
SBELMD,Tide status,sensor_repository_11076
SBELMD,Turbidity (NTU),sensor_repository_10995
SBELMD,Water level (SLE) (m),sensor_repository_11078
SBELMD,Wind direction (°),sensor_repository_11081
SBELMD,Wind speed (knot),sensor_repository_11084
SCCIN4,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_11269
SCCIN4,Bottom Depth (m),sensor_repository_11239
SCCIN4,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_11272
SCCIN4,Chlorophyll a (by vol) (mg/L),sensor_repository_11283
SCCIN4,Chlorophyll a (in situ) (RFU),sensor_repository_11301
SCCIN4,Chlorophyll a (in situ) (ug/L),sensor_repository_11298
SCCIN4,Chlorophyll b (by vol) (mg/L),sensor_repository_11286
SCCIN4,Chlorophyll c (by vol) (mg/L),sensor_repository_11289
SCCIN4,Chlorophyll sample volume (mL),sensor_repository_11292
SCCIN4,Cloud cover (%),sensor_repository_11311
SCCIN4,Collection Method,sensor_repository_11209
SCCIN4,Conductivity @ 25 deg C (uS/cm),sensor_repository_11219
SCCIN4,Depth (m),sensor_repository_11212
SCCIN4,Depth _s (m),sensor_repository_11211
SCCIN4,Depth measuring point,sensor_repository_11210
SCCIN4,Depth To (m),sensor_repository_11213
SCCIN4,Dissolved Oxygen (% saturation),sensor_repository_11228
SCCIN4,Dissolved Oxygen (mg/L),sensor_repository_11225
SCCIN4,Flow status,sensor_repository_11313
SCCIN4,N (sum sol org) {DON} (ug/L),sensor_repository_11251
SCCIN4,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_11245
SCCIN4,N (tot kjel) {TKN} (ug/L),sensor_repository_11254
SCCIN4,N (tot) {TN pTN} (ug/L),sensor_repository_11242
SCCIN4,NH3-N/NH4-N (sol) (ug/L),sensor_repository_11248
SCCIN4,NO2-N (sol) (ug/L),sensor_repository_11257
SCCIN4,NO3-N (sol) (ug/L),sensor_repository_11260
SCCIN4,Null reading,sensor_repository_11309
SCCIN4,P (tot) {TP pTP} (ug/L),sensor_repository_11263
SCCIN4,pH,sensor_repository_11230
SCCIN4,Phaeophytin a (by vol) (mg/L),sensor_repository_11295
SCCIN4,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_11307
SCCIN4,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_11304
SCCIN4,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_11266
SCCIN4,Program Code,sensor_repository_11207
SCCIN4,Program Site Ref,sensor_repository_11206
SCCIN4,Salinity (ppt),sensor_repository_11216
SCCIN4,Sample Type,sensor_repository_11208
SCCIN4,Secchi depth (m),sensor_repository_11236
SCCIN4,Security Level,sensor_repository_11214
SCCIN4,SiO2 (sol react) (ug/L),sensor_repository_11275
SCCIN4,SiO2-Si (sol react) (ug/L),sensor_repository_11278
SCCIN4,Site Ref,sensor_repository_11205
SCCIN4,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_11281
SCCIN4,Temperature (deg C),sensor_repository_11222
SCCIN4,Tide status,sensor_repository_11314
SCCIN4,Turbidity (NTU),sensor_repository_11233
SCCIN4,Water level (SLE) (m),sensor_repository_11316
SCCIN4,Wind direction (°),sensor_repository_11319
SCCIN4,Wind speed (knot),sensor_repository_11322
SCCIN5,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_11507
SCCIN5,Bottom Depth (m),sensor_repository_11477
SCCIN5,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_11510
SCCIN5,Chlorophyll a (by vol) (mg/L),sensor_repository_11521
SCCIN5,Chlorophyll a (in situ) (RFU),sensor_repository_11539
SCCIN5,Chlorophyll a (in situ) (ug/L),sensor_repository_11536
SCCIN5,Chlorophyll b (by vol) (mg/L),sensor_repository_11524
SCCIN5,Chlorophyll c (by vol) (mg/L),sensor_repository_11527
SCCIN5,Chlorophyll sample volume (mL),sensor_repository_11530
SCCIN5,Cloud cover (%),sensor_repository_11549
SCCIN5,Collection Method,sensor_repository_11447
SCCIN5,Conductivity @ 25 deg C (uS/cm),sensor_repository_11457
SCCIN5,Depth (m),sensor_repository_11450
SCCIN5,Depth _s (m),sensor_repository_11449
SCCIN5,Depth measuring point,sensor_repository_11448
SCCIN5,Depth To (m),sensor_repository_11451
SCCIN5,Dissolved Oxygen (% saturation),sensor_repository_11466
SCCIN5,Dissolved Oxygen (mg/L),sensor_repository_11463
SCCIN5,Flow status,sensor_repository_11551
SCCIN5,N (sum sol org) {DON} (ug/L),sensor_repository_11489
SCCIN5,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_11483
SCCIN5,N (tot kjel) {TKN} (ug/L),sensor_repository_11492
SCCIN5,N (tot) {TN pTN} (ug/L),sensor_repository_11480
SCCIN5,NH3-N/NH4-N (sol) (ug/L),sensor_repository_11486
SCCIN5,NO2-N (sol) (ug/L),sensor_repository_11495
SCCIN5,NO3-N (sol) (ug/L),sensor_repository_11498
SCCIN5,Null reading,sensor_repository_11547
SCCIN5,P (tot) {TP pTP} (ug/L),sensor_repository_11501
SCCIN5,pH,sensor_repository_11468
SCCIN5,Phaeophytin a (by vol) (mg/L),sensor_repository_11533
SCCIN5,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_11545
SCCIN5,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_11542
SCCIN5,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_11504
SCCIN5,Program Code,sensor_repository_11445
SCCIN5,Program Site Ref,sensor_repository_11444
SCCIN5,Salinity (ppt),sensor_repository_11454
SCCIN5,Sample Type,sensor_repository_11446
SCCIN5,Secchi depth (m),sensor_repository_11474
SCCIN5,Security Level,sensor_repository_11452
SCCIN5,SiO2 (sol react) (ug/L),sensor_repository_11513
SCCIN5,SiO2-Si (sol react) (ug/L),sensor_repository_11516
SCCIN5,Site Ref,sensor_repository_11443
SCCIN5,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_11519
SCCIN5,Temperature (deg C),sensor_repository_11460
SCCIN5,Tide status,sensor_repository_11552
SCCIN5,Turbidity (NTU),sensor_repository_11471
SCCIN5,Water level (SLE) (m),sensor_repository_11554
SCCIN5,Wind direction (°),sensor_repository_11557
SCCIN5,Wind speed (knot),sensor_repository_11560
SCCIS10,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_12221
SCCIS10,Bottom Depth (m),sensor_repository_12191
SCCIS10,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_12224
SCCIS10,Chlorophyll a (by vol) (mg/L),sensor_repository_12235
SCCIS10,Chlorophyll a (in situ) (RFU),sensor_repository_12253
SCCIS10,Chlorophyll a (in situ) (ug/L),sensor_repository_12250
SCCIS10,Chlorophyll b (by vol) (mg/L),sensor_repository_12238
SCCIS10,Chlorophyll c (by vol) (mg/L),sensor_repository_12241
SCCIS10,Chlorophyll sample volume (mL),sensor_repository_12244
SCCIS10,Cloud cover (%),sensor_repository_12263
SCCIS10,Collection Method,sensor_repository_12161
SCCIS10,Conductivity @ 25 deg C (uS/cm),sensor_repository_12171
SCCIS10,Depth (m),sensor_repository_12164
SCCIS10,Depth _s (m),sensor_repository_12163
SCCIS10,Depth measuring point,sensor_repository_12162
SCCIS10,Depth To (m),sensor_repository_12165
SCCIS10,Dissolved Oxygen (% saturation),sensor_repository_12180
SCCIS10,Dissolved Oxygen (mg/L),sensor_repository_12177
SCCIS10,Flow status,sensor_repository_12265
SCCIS10,N (sum sol org) {DON} (ug/L),sensor_repository_12203
SCCIS10,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_12197
SCCIS10,N (tot kjel) {TKN} (ug/L),sensor_repository_12206
SCCIS10,N (tot) {TN pTN} (ug/L),sensor_repository_12194
SCCIS10,NH3-N/NH4-N (sol) (ug/L),sensor_repository_12200
SCCIS10,NO2-N (sol) (ug/L),sensor_repository_12209
SCCIS10,NO3-N (sol) (ug/L),sensor_repository_12212
SCCIS10,Null reading,sensor_repository_12261
