Site,s_graph_value,s_table_name
BRD01,Null reading,sensor_repository_03455
BRD01,P (tot) {TP pTP} (ug/L),sensor_repository_03409
BRD01,pH,sensor_repository_03376
BRD01,Phaeophytin a (by vol) (mg/L),sensor_repository_03441
BRD01,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_03453
BRD01,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_03450
BRD01,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_03412
BRD01,Program Code,sensor_repository_03353
BRD01,Program Site Ref,sensor_repository_03352
BRD01,Salinity (ppt),sensor_repository_03362
BRD01,Sample Type,sensor_repository_03354
BRD01,Secchi depth (m),sensor_repository_03382
BRD01,Security Level,sensor_repository_03360
BRD01,SiO2 (sol react) (ug/L),sensor_repository_03421
BRD01,SiO2-Si (sol react) (ug/L),sensor_repository_03424
BRD01,Site Ref,sensor_repository_03351
BRD01,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_03427
BRD01,Temperature (deg C),sensor_repository_03368
BRD01,Tide status,sensor_repository_03460
BRD01,Turbidity (NTU),sensor_repository_03379
BRD01,Water level (SLE) (m),sensor_repository_03462
BRD01,Wind direction (°),sensor_repository_03465
BRD01,Wind speed (knot),sensor_repository_03468
BWAMDO,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_03653
BWAMDO,Bottom Depth (m),sensor_repository_03623
BWAMDO,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_03656
BWAMDO,Chlorophyll a (by vol) (mg/L),sensor_repository_03667
BWAMDO,Chlorophyll a (in situ) (RFU),sensor_repository_03685
BWAMDO,Chlorophyll a (in situ) (ug/L),sensor_repository_03682
BWAMDO,Chlorophyll b (by vol) (mg/L),sensor_repository_03670
BWAMDO,Chlorophyll c (by vol) (mg/L),sensor_repository_03673
BWAMDO,Chlorophyll sample volume (mL),sensor_repository_03676
BWAMDO,Cloud cover (%),sensor_repository_03695
BWAMDO,Collection Method,sensor_repository_03593
BWAMDO,Conductivity @ 25 deg C (uS/cm),sensor_repository_03603
BWAMDO,Depth (m),sensor_repository_03596
BWAMDO,Depth _s (m),sensor_repository_03595
BWAMDO,Depth measuring point,sensor_repository_03594
BWAMDO,Depth To (m),sensor_repository_03597
BWAMDO,Dissolved Oxygen (% saturation),sensor_repository_03612
BWAMDO,Dissolved Oxygen (mg/L),sensor_repository_03609
BWAMDO,Flow status,sensor_repository_03697
BWAMDO,N (sum sol org) {DON} (ug/L),sensor_repository_03635
BWAMDO,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_03629
BWAMDO,N (tot kjel) {TKN} (ug/L),sensor_repository_03638
BWAMDO,N (tot) {TN pTN} (ug/L),sensor_repository_03626
BWAMDO,NH3-N/NH4-N (sol) (ug/L),sensor_repository_03632
BWAMDO,NO2-N (sol) (ug/L),sensor_repository_03641
BWAMDO,NO3-N (sol) (ug/L),sensor_repository_03644
BWAMDO,Null reading,sensor_repository_03693
BWAMDO,P (tot) {TP pTP} (ug/L),sensor_repository_03647
BWAMDO,pH,sensor_repository_03614
BWAMDO,Phaeophytin a (by vol) (mg/L),sensor_repository_03679
BWAMDO,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_03691
BWAMDO,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_03688
BWAMDO,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_03650
BWAMDO,Program Code,sensor_repository_03591
BWAMDO,Program Site Ref,sensor_repository_03590
BWAMDO,Salinity (ppt),sensor_repository_03600
BWAMDO,Sample Type,sensor_repository_03592
BWAMDO,Secchi depth (m),sensor_repository_03620
BWAMDO,Security Level,sensor_repository_03598
BWAMDO,SiO2 (sol react) (ug/L),sensor_repository_03659
BWAMDO,SiO2-Si (sol react) (ug/L),sensor_repository_03662
BWAMDO,Site Ref,sensor_repository_03589
BWAMDO,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_03665
BWAMDO,Temperature (deg C),sensor_repository_03606
BWAMDO,Tide status,sensor_repository_03698
BWAMDO,Turbidity (NTU),sensor_repository_03617
BWAMDO,Water level (SLE) (m),sensor_repository_03700
BWAMDO,Wind direction (°),sensor_repository_03703
BWAMDO,Wind speed (knot),sensor_repository_03706
BWMDBPI,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_03891
BWMDBPI,Bottom Depth (m),sensor_repository_03861
BWMDBPI,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_03894
BWMDBPI,Chlorophyll a (by vol) (mg/L),sensor_repository_03905
BWMDBPI,Chlorophyll a (in situ) (RFU),sensor_repository_03923
BWMDBPI,Chlorophyll a (in situ) (ug/L),sensor_repository_03920
BWMDBPI,Chlorophyll b (by vol) (mg/L),sensor_repository_03908
BWMDBPI,Chlorophyll c (by vol) (mg/L),sensor_repository_03911
BWMDBPI,Chlorophyll sample volume (mL),sensor_repository_03914
BWMDBPI,Cloud cover (%),sensor_repository_03933
BWMDBPI,Collection Method,sensor_repository_03831
BWMDBPI,Conductivity @ 25 deg C (uS/cm),sensor_repository_03841
BWMDBPI,Depth (m),sensor_repository_03834
BWMDBPI,Depth _s (m),sensor_repository_03833
BWMDBPI,Depth measuring point,sensor_repository_03832
BWMDBPI,Depth To (m),sensor_repository_03835
BWMDBPI,Dissolved Oxygen (% saturation),sensor_repository_03850
BWMDBPI,Dissolved Oxygen (mg/L),sensor_repository_03847
BWMDBPI,Flow status,sensor_repository_03935
BWMDBPI,N (sum sol org) {DON} (ug/L),sensor_repository_03873
BWMDBPI,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_03867
BWMDBPI,N (tot kjel) {TKN} (ug/L),sensor_repository_03876
BWMDBPI,N (tot) {TN pTN} (ug/L),sensor_repository_03864
BWMDBPI,NH3-N/NH4-N (sol) (ug/L),sensor_repository_03870
BWMDBPI,NO2-N (sol) (ug/L),sensor_repository_03879
BWMDBPI,NO3-N (sol) (ug/L),sensor_repository_03882
BWMDBPI,Null reading,sensor_repository_03931
BWMDBPI,P (tot) {TP pTP} (ug/L),sensor_repository_03885
BWMDBPI,pH,sensor_repository_03852
BWMDBPI,Phaeophytin a (by vol) (mg/L),sensor_repository_03917
BWMDBPI,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_03929
BWMDBPI,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_03926
BWMDBPI,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_03888
BWMDBPI,Program Code,sensor_repository_03829
BWMDBPI,Program Site Ref,sensor_repository_03828
BWMDBPI,Salinity (ppt),sensor_repository_03838
BWMDBPI,Sample Type,sensor_repository_03830
BWMDBPI,Secchi depth (m),sensor_repository_03858
BWMDBPI,Security Level,sensor_repository_03836
BWMDBPI,SiO2 (sol react) (ug/L),sensor_repository_03897
BWMDBPI,SiO2-Si (sol react) (ug/L),sensor_repository_03900
BWMDBPI,Site Ref,sensor_repository_03827
BWMDBPI,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_03903
BWMDBPI,Temperature (deg C),sensor_repository_03844
BWMDBPI,Tide status,sensor_repository_03936
BWMDBPI,Turbidity (NTU),sensor_repository_03855
BWMDBPI,Water level (SLE) (m),sensor_repository_03938
BWMDBPI,Wind direction (°),sensor_repository_03941
BWMDBPI,Wind speed (knot),sensor_repository_03944
CANND,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_04129
CANND,Bottom Depth (m),sensor_repository_04099
CANND,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_04132
CANND,Chlorophyll a (by vol) (mg/L),sensor_repository_04143
CANND,Chlorophyll a (in situ) (RFU),sensor_repository_04161
CANND,Chlorophyll a (in situ) (ug/L),sensor_repository_04158
CANND,Chlorophyll b (by vol) (mg/L),sensor_repository_04146
CANND,Chlorophyll c (by vol) (mg/L),sensor_repository_04149
CANND,Chlorophyll sample volume (mL),sensor_repository_04152
CANND,Cloud cover (%),sensor_repository_04171
CANND,Collection Method,sensor_repository_04069
CANND,Conductivity @ 25 deg C (uS/cm),sensor_repository_04079
CANND,Depth (m),sensor_repository_04072
CANND,Depth _s (m),sensor_repository_04071
CANND,Depth measuring point,sensor_repository_04070
CANND,Depth To (m),sensor_repository_04073
CANND,Dissolved Oxygen (% saturation),sensor_repository_04088
CANND,Dissolved Oxygen (mg/L),sensor_repository_04085
CANND,Flow status,sensor_repository_04173
CANND,N (sum sol org) {DON} (ug/L),sensor_repository_04111
CANND,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_04105
CANND,N (tot kjel) {TKN} (ug/L),sensor_repository_04114
CANND,N (tot) {TN pTN} (ug/L),sensor_repository_04102
CANND,NH3-N/NH4-N (sol) (ug/L),sensor_repository_04108
CANND,NO2-N (sol) (ug/L),sensor_repository_04117
CANND,NO3-N (sol) (ug/L),sensor_repository_04120
CANND,Null reading,sensor_repository_04169
CANND,P (tot) {TP pTP} (ug/L),sensor_repository_04123
CANND,pH,sensor_repository_04090
CANND,Phaeophytin a (by vol) (mg/L),sensor_repository_04155
CANND,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_04167
CANND,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_04164
CANND,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_04126
CANND,Program Code,sensor_repository_04067
CANND,Program Site Ref,sensor_repository_04066
CANND,Salinity (ppt),sensor_repository_04076
CANND,Sample Type,sensor_repository_04068
CANND,Secchi depth (m),sensor_repository_04096
CANND,Security Level,sensor_repository_04074
CANND,SiO2 (sol react) (ug/L),sensor_repository_04135
CANND,SiO2-Si (sol react) (ug/L),sensor_repository_04138
CANND,Site Ref,sensor_repository_04065
CANND,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_04141
CANND,Temperature (deg C),sensor_repository_04082
CANND,Tide status,sensor_repository_04174
CANND,Turbidity (NTU),sensor_repository_04093
CANND,Water level (SLE) (m),sensor_repository_04176
CANND,Wind direction (°),sensor_repository_04179
CANND,Wind speed (knot),sensor_repository_04182
CANNR,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_04367
CANNR,Bottom Depth (m),sensor_repository_04337
CANNR,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_04370
CANNR,Chlorophyll a (by vol) (mg/L),sensor_repository_04381
CANNR,Chlorophyll a (in situ) (RFU),sensor_repository_04399
CANNR,Chlorophyll a (in situ) (ug/L),sensor_repository_04396
CANNR,Chlorophyll b (by vol) (mg/L),sensor_repository_04384
CANNR,Chlorophyll c (by vol) (mg/L),sensor_repository_04387
CANNR,Chlorophyll sample volume (mL),sensor_repository_04390
CANNR,Cloud cover (%),sensor_repository_04409
CANNR,Collection Method,sensor_repository_04307
CANNR,Conductivity @ 25 deg C (uS/cm),sensor_repository_04317
CANNR,Depth (m),sensor_repository_04310
CANNR,Depth _s (m),sensor_repository_04309
CANNR,Depth measuring point,sensor_repository_04308
CANNR,Depth To (m),sensor_repository_04311
CANNR,Dissolved Oxygen (% saturation),sensor_repository_04326
CANNR,Dissolved Oxygen (mg/L),sensor_repository_04323
CANNR,Flow status,sensor_repository_04411
CANNR,N (sum sol org) {DON} (ug/L),sensor_repository_04349
CANNR,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_04343
CANNR,N (tot kjel) {TKN} (ug/L),sensor_repository_04352
CANNR,N (tot) {TN pTN} (ug/L),sensor_repository_04340
CANNR,NH3-N/NH4-N (sol) (ug/L),sensor_repository_04346
CANNR,NO2-N (sol) (ug/L),sensor_repository_04355
CANNR,NO3-N (sol) (ug/L),sensor_repository_04358
CANNR,Null reading,sensor_repository_04407
CANNR,P (tot) {TP pTP} (ug/L),sensor_repository_04361
CANNR,pH,sensor_repository_04328
CANNR,Phaeophytin a (by vol) (mg/L),sensor_repository_04393
CANNR,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_04405
CANNR,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_04402
CANNR,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_04364
CANNR,Program Code,sensor_repository_04305
CANNR,Program Site Ref,sensor_repository_04304
CANNR,Salinity (ppt),sensor_repository_04314
CANNR,Sample Type,sensor_repository_04306
CANNR,Secchi depth (m),sensor_repository_04334
CANNR,Security Level,sensor_repository_04312
CANNR,SiO2 (sol react) (ug/L),sensor_repository_04373
CANNR,SiO2-Si (sol react) (ug/L),sensor_repository_04376
CANNR,Site Ref,sensor_repository_04303
CANNR,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_04379
CANNR,Temperature (deg C),sensor_repository_04320
CANNR,Tide status,sensor_repository_04412
CANNR,Turbidity (NTU),sensor_repository_04331
CANNR,Water level (SLE) (m),sensor_repository_04414
CANNR,Wind direction (°),sensor_repository_04417
CANNR,Wind speed (knot),sensor_repository_04420
CBDMD,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_04605
CBDMD,Bottom Depth (m),sensor_repository_04575
CBDMD,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_04608
CBDMD,Chlorophyll a (by vol) (mg/L),sensor_repository_04619
CBDMD,Chlorophyll a (in situ) (RFU),sensor_repository_04637
CBDMD,Chlorophyll a (in situ) (ug/L),sensor_repository_04634
CBDMD,Chlorophyll b (by vol) (mg/L),sensor_repository_04622
CBDMD,Chlorophyll c (by vol) (mg/L),sensor_repository_04625
CBDMD,Chlorophyll sample volume (mL),sensor_repository_04628
CBDMD,Cloud cover (%),sensor_repository_04647
CBDMD,Collection Method,sensor_repository_04545
CBDMD,Conductivity @ 25 deg C (uS/cm),sensor_repository_04555
CBDMD,Depth (m),sensor_repository_04548
CBDMD,Depth _s (m),sensor_repository_04547
CBDMD,Depth measuring point,sensor_repository_04546
CBDMD,Depth To (m),sensor_repository_04549
CBDMD,Dissolved Oxygen (% saturation),sensor_repository_04564
CBDMD,Dissolved Oxygen (mg/L),sensor_repository_04561
CBDMD,Flow status,sensor_repository_04649
CBDMD,N (sum sol org) {DON} (ug/L),sensor_repository_04587
CBDMD,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_04581
CBDMD,N (tot kjel) {TKN} (ug/L),sensor_repository_04590
CBDMD,N (tot) {TN pTN} (ug/L),sensor_repository_04578
CBDMD,NH3-N/NH4-N (sol) (ug/L),sensor_repository_04584
CBDMD,NO2-N (sol) (ug/L),sensor_repository_04593
CBDMD,NO3-N (sol) (ug/L),sensor_repository_04596
CBDMD,Null reading,sensor_repository_04645
CBDMD,P (tot) {TP pTP} (ug/L),sensor_repository_04599
CBDMD,pH,sensor_repository_04566
CBDMD,Phaeophytin a (by vol) (mg/L),sensor_repository_04631
CBDMD,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_04643
CBDMD,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_04640
CBDMD,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_04602
CBDMD,Program Code,sensor_repository_04543
CBDMD,Program Site Ref,sensor_repository_04542
CBDMD,Salinity (ppt),sensor_repository_04552
CBDMD,Sample Type,sensor_repository_04544
CBDMD,Secchi depth (m),sensor_repository_04572
CBDMD,Security Level,sensor_repository_04550
CBDMD,SiO2 (sol react) (ug/L),sensor_repository_04611
CBDMD,SiO2-Si (sol react) (ug/L),sensor_repository_04614
CBDMD,Site Ref,sensor_repository_04541
CBDMD,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_04617
CBDMD,Temperature (deg C),sensor_repository_04558
CBDMD,Tide status,sensor_repository_04650
CBDMD,Turbidity (NTU),sensor_repository_04569
CBDMD,Water level (SLE) (m),sensor_repository_04652
CBDMD,Wind direction (°),sensor_repository_04655
CBDMD,Wind speed (knot),sensor_repository_04658
CLAISB,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_04843
CLAISB,Bottom Depth (m),sensor_repository_04813
CLAISB,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_04846
CLAISB,Chlorophyll a (by vol) (mg/L),sensor_repository_04857
CLAISB,Chlorophyll a (in situ) (RFU),sensor_repository_04875
CLAISB,Chlorophyll a (in situ) (ug/L),sensor_repository_04872
CLAISB,Chlorophyll b (by vol) (mg/L),sensor_repository_04860
CLAISB,Chlorophyll c (by vol) (mg/L),sensor_repository_04863
CLAISB,Chlorophyll sample volume (mL),sensor_repository_04866
CLAISB,Cloud cover (%),sensor_repository_04885
CLAISB,Collection Method,sensor_repository_04783
CLAISB,Conductivity @ 25 deg C (uS/cm),sensor_repository_04793
CLAISB,Depth (m),sensor_repository_04786
CLAISB,Depth _s (m),sensor_repository_04785
CLAISB,Depth measuring point,sensor_repository_04784
CLAISB,Depth To (m),sensor_repository_04787
CLAISB,Dissolved Oxygen (% saturation),sensor_repository_04802
CLAISB,Dissolved Oxygen (mg/L),sensor_repository_04799
CLAISB,Flow status,sensor_repository_04887
CLAISB,N (sum sol org) {DON} (ug/L),sensor_repository_04825
CLAISB,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_04819
CLAISB,N (tot kjel) {TKN} (ug/L),sensor_repository_04828
CLAISB,N (tot) {TN pTN} (ug/L),sensor_repository_04816
CLAISB,NH3-N/NH4-N (sol) (ug/L),sensor_repository_04822
CLAISB,NO2-N (sol) (ug/L),sensor_repository_04831
CLAISB,NO3-N (sol) (ug/L),sensor_repository_04834
CLAISB,Null reading,sensor_repository_04883
CLAISB,P (tot) {TP pTP} (ug/L),sensor_repository_04837
CLAISB,pH,sensor_repository_04804
CLAISB,Phaeophytin a (by vol) (mg/L),sensor_repository_04869
CLAISB,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_04881
CLAISB,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_04878
CLAISB,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_04840
CLAISB,Program Code,sensor_repository_04781
CLAISB,Program Site Ref,sensor_repository_04780
CLAISB,Salinity (ppt),sensor_repository_04790
CLAISB,Sample Type,sensor_repository_04782
CLAISB,Secchi depth (m),sensor_repository_04810
CLAISB,Security Level,sensor_repository_04788
CLAISB,SiO2 (sol react) (ug/L),sensor_repository_04849
CLAISB,SiO2-Si (sol react) (ug/L),sensor_repository_04852
CLAISB,Site Ref,sensor_repository_04779
CLAISB,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_04855
CLAISB,Temperature (deg C),sensor_repository_04796
CLAISB,Tide status,sensor_repository_04888
CLAISB,Turbidity (NTU),sensor_repository_04807
CLAISB,Water level (SLE) (m),sensor_repository_04890
CLAISB,Wind direction (°),sensor_repository_04893
CLAISB,Wind speed (knot),sensor_repository_04896
EBAC,Alkalinity (tot) (CaCO3) (ug/L),sensor_repository_05081
EBAC,Bottom Depth (m),sensor_repository_05051
EBAC,C (sol org) {DOC as NPOC} (ug/L),sensor_repository_05084
EBAC,Chlorophyll a (by vol) (mg/L),sensor_repository_05095
EBAC,Chlorophyll a (in situ) (RFU),sensor_repository_05113
EBAC,Chlorophyll a (in situ) (ug/L),sensor_repository_05110
EBAC,Chlorophyll b (by vol) (mg/L),sensor_repository_05098
EBAC,Chlorophyll c (by vol) (mg/L),sensor_repository_05101
EBAC,Chlorophyll sample volume (mL),sensor_repository_05104
EBAC,Cloud cover (%),sensor_repository_05123
EBAC,Collection Method,sensor_repository_05021
EBAC,Conductivity @ 25 deg C (uS/cm),sensor_repository_05031
EBAC,Depth (m),sensor_repository_05024
EBAC,Depth _s (m),sensor_repository_05023
EBAC,Depth measuring point,sensor_repository_05022
EBAC,Depth To (m),sensor_repository_05025
EBAC,Dissolved Oxygen (% saturation),sensor_repository_05040
EBAC,Dissolved Oxygen (mg/L),sensor_repository_05037
EBAC,Flow status,sensor_repository_05125
EBAC,N (sum sol org) {DON} (ug/L),sensor_repository_05063
EBAC,N (sum sol ox) {NOx-N TON} (ug/L),sensor_repository_05057
EBAC,N (tot kjel) {TKN} (ug/L),sensor_repository_05066
EBAC,N (tot) {TN pTN} (ug/L),sensor_repository_05054
EBAC,NH3-N/NH4-N (sol) (ug/L),sensor_repository_05060
EBAC,NO2-N (sol) (ug/L),sensor_repository_05069
EBAC,NO3-N (sol) (ug/L),sensor_repository_05072
EBAC,Null reading,sensor_repository_05121
EBAC,P (tot) {TP pTP} (ug/L),sensor_repository_05075
EBAC,pH,sensor_repository_05042
EBAC,Phaeophytin a (by vol) (mg/L),sensor_repository_05107
EBAC,Phycocyanin (insitu) {BGA-PC} (RFU),sensor_repository_05119
EBAC,Phycocyanin (insitu) {BGA-PC} (ug/L),sensor_repository_05116
EBAC,PO4-P (sol react) {SRP FRP} (ug/L),sensor_repository_05078
EBAC,Program Code,sensor_repository_05019
EBAC,Program Site Ref,sensor_repository_05018
EBAC,Salinity (ppt),sensor_repository_05028
EBAC,Sample Type,sensor_repository_05020
EBAC,Secchi depth (m),sensor_repository_05048
EBAC,Security Level,sensor_repository_05026
EBAC,SiO2 (sol react) (ug/L),sensor_repository_05087
EBAC,SiO2-Si (sol react) (ug/L),sensor_repository_05090
EBAC,Site Ref,sensor_repository_05017
EBAC,Suspended Solids (Total) {TSS} (mg/L),sensor_repository_05093
EBAC,Temperature (deg C),sensor_repository_05034
EBAC,Tide status,sensor_repository_05126
EBAC,Turbidity (NTU),sensor_repository_05045
